paths,thetas,true.thetas
A-B-E-H,0.388778,0.6031485429579537
A-B-E-I,0.503121,0.6031485429579537
A-B-F-H,0.3782605,0.6031485429579537
A-B-F-I,0.5765877,0.6031485429579537
A-C-E-H,0.3862099,0.6031485429579537
A-C-E-I,0.4398309,0.6031485429579537
A-C-F-H,0.3825453,0.6031485429579537
A-C-F-I,0.6185134,0.6031485429579537
